Element,10000000,Density,0.25,Repeated,100,Branching,1200,DirectAccess,553,Boncz,281,BitOffset,900,PosOffst,295,NonZeroOffst,800
Element,10000000,Density,0.25,Repeated,100,Branching,1199,DirectAccess,550,Boncz,289,BitOffset,909,PosOffst,302,NonZeroOffst,811
Element,10000000,Density,0.25,Repeated,100,Branching,1186,DirectAccess,552,Boncz,281,BitOffset,907,PosOffst,283,NonZeroOffst,802
Element,10000000,Density,0.25,Repeated,100,Branching,1190,DirectAccess,570,Boncz,293,BitOffset,885,PosOffst,281,NonZeroOffst,796
Element,10000000,Density,0.25,Repeated,100,Branching,1176,DirectAccess,564,Boncz,2135,BitOffset,900,PosOffst,275,NonZeroOffst,818
Element,10000000,Density,0.5,Repeated,100,Branching,617,DirectAccess,200,Boncz,227,BitOffset,544,PosOffst,229,NonZeroOffst,649
Element,10000000,Density,0.5,Repeated,100,Branching,615,DirectAccess,207,Boncz,208,BitOffset,549,PosOffst,214,NonZeroOffst,639
Element,10000000,Density,0.5,Repeated,100,Branching,762,DirectAccess,261,Boncz,276,BitOffset,670,PosOffst,272,NonZeroOffst,786
Element,10000000,Density,0.5,Repeated,100,Branching,634,DirectAccess,200,Boncz,213,BitOffset,544,PosOffst,213,NonZeroOffst,672
Element,10000000,Density,0.5,Repeated,100,Branching,621,DirectAccess,200,Boncz,213,BitOffset,555,PosOffst,216,NonZeroOffst,635
Element,10000000,Density,0.75,Repeated,100,Branching,323,DirectAccess,101,Boncz,196,BitOffset,336,PosOffst,214,NonZeroOffst,337
Element,10000000,Density,0.75,Repeated,100,Branching,302,DirectAccess,101,Boncz,200,BitOffset,334,PosOffst,201,NonZeroOffst,353
Element,10000000,Density,0.75,Repeated,100,Branching,290,DirectAccess,101,Boncz,216,BitOffset,333,PosOffst,197,NonZeroOffst,330
Element,10000000,Density,0.75,Repeated,100,Branching,291,DirectAccess,101,Boncz,197,BitOffset,344,PosOffst,192,NonZeroOffst,332
Element,10000000,Density,0.75,Repeated,100,Branching,297,DirectAccess,101,Boncz,208,BitOffset,336,PosOffst,205,NonZeroOffst,344
Element,10000000,Density,0.95,Repeated,100,Branching,206,DirectAccess,100,Boncz,1139,BitOffset,304,PosOffst,237,NonZeroOffst,159
Element,10000000,Density,0.95,Repeated,100,Branching,174,DirectAccess,100,Boncz,232,BitOffset,211,PosOffst,203,NonZeroOffst,119
Element,10000000,Density,0.95,Repeated,100,Branching,184,DirectAccess,112,Boncz,218,BitOffset,220,PosOffst,201,NonZeroOffst,121
Element,10000000,Density,0.95,Repeated,100,Branching,181,DirectAccess,100,Boncz,222,BitOffset,223,PosOffst,227,NonZeroOffst,120
Element,10000000,Density,0.95,Repeated,100,Branching,181,DirectAccess,112,Boncz,214,BitOffset,224,PosOffst,220,NonZeroOffst,118
