Element,10000000,Density,0.25,Repeated,100,Branching,86782,DirectAccess,52058,Boncz,15651,BitOffst,66083,PosOffst,16648,NonZeroOffst,66674
Element,10000000,Density,0.25,Repeated,100,Branching,91935,DirectAccess,54006,Boncz,17421,BitOffst,76158,PosOffst,18331,NonZeroOffst,80277
Element,10000000,Density,0.25,Repeated,100,Branching,90660,DirectAccess,54513,Boncz,17186,BitOffst,74714,PosOffst,18516,NonZeroOffst,79166
Element,10000000,Density,0.25,Repeated,100,Branching,85731,DirectAccess,51511,Boncz,15610,BitOffst,63216,PosOffst,16337,NonZeroOffst,63442
Element,10000000,Density,0.25,Repeated,100,Branching,87732,DirectAccess,52286,Boncz,16036,BitOffst,67533,PosOffst,17181,NonZeroOffst,69560
Element,10000000,Density,0.5,Repeated,100,Branching,49054,DirectAccess,19115,Boncz,11367,BitOffst,47993,PosOffst,12740,NonZeroOffst,56589
Element,10000000,Density,0.5,Repeated,100,Branching,46279,DirectAccess,18085,Boncz,10234,BitOffst,40144,PosOffst,11159,NonZeroOffst,43813
Element,10000000,Density,0.5,Repeated,100,Branching,49713,DirectAccess,19754,Boncz,11300,BitOffst,50952,PosOffst,12515,NonZeroOffst,61977
Element,10000000,Density,0.5,Repeated,100,Branching,45887,DirectAccess,18010,Boncz,10034,BitOffst,42621,PosOffst,11227,NonZeroOffst,46701
Element,10000000,Density,0.5,Repeated,100,Branching,46550,DirectAccess,18160,Boncz,10227,BitOffst,42120,PosOffst,11389,NonZeroOffst,46521
Element,10000000,Density,0.75,Repeated,100,Branching,19822,DirectAccess,10765,Boncz,8638,BitOffst,23361,PosOffst,9903,NonZeroOffst,23432
Element,10000000,Density,0.75,Repeated,100,Branching,20468,DirectAccess,11003,Boncz,9013,BitOffst,24786,PosOffst,10186,NonZeroOffst,25167
Element,10000000,Density,0.75,Repeated,100,Branching,20552,DirectAccess,11111,Boncz,9328,BitOffst,25141,PosOffst,10385,NonZeroOffst,25080
Element,10000000,Density,0.75,Repeated,100,Branching,20063,DirectAccess,10818,Boncz,8816,BitOffst,24111,PosOffst,10065,NonZeroOffst,24003
Element,10000000,Density,0.75,Repeated,100,Branching,20785,DirectAccess,10989,Boncz,9021,BitOffst,24506,PosOffst,10500,NonZeroOffst,25053
Element,10000000,Density,0.95,Repeated,100,Branching,11133,DirectAccess,9139,Boncz,8930,BitOffst,20232,PosOffst,10807,NonZeroOffst,18587
Element,10000000,Density,0.95,Repeated,100,Branching,11009,DirectAccess,9112,Boncz,9029,BitOffst,19935,PosOffst,10695,NonZeroOffst,18390
Element,10000000,Density,0.95,Repeated,100,Branching,10781,DirectAccess,9120,Boncz,8805,BitOffst,19570,PosOffst,10662,NonZeroOffst,18009
Element,10000000,Density,0.95,Repeated,100,Branching,11189,DirectAccess,9240,Boncz,9024,BitOffst,19865,PosOffst,10821,NonZeroOffst,18566
Element,10000000,Density,0.95,Repeated,100,Branching,10799,DirectAccess,9041,Boncz,8825,BitOffst,19625,PosOffst,10720,NonZeroOffst,18029
